date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:33:16	49287/49287	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Apr%202020%2008:03:33%20GMT	https://jiomartshop.com/wp-content/uploads/2020/04/JioMart-WhatsApp.jpg	E:/jiomart_shop/jiomartshop.com/wp-content/uploads/2020/04/JioMart-WhatsApp.jpg	(from https://jiomartshop.com/jiomart-whatsapp-how-to-place-an-order/)
00:33:16	5280/5280	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2008:30:27%20GMT	https://jiomartshop.com/jiomart-whatsapp-how-to-place-an-order/feed/	E:/jiomart_shop/jiomartshop.com/jiomart-whatsapp-how-to-place-an-order/feed/index.html	(from https://jiomartshop.com/jiomart-whatsapp-how-to-place-an-order/)
00:33:19	8371/8371	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2008:30:27%20GMT	https://jiomartshop.com/jiomart-franchise-registration/feed/	E:/jiomart_shop/jiomartshop.com/jiomart-franchise-registration/feed/index.html	(from https://jiomartshop.com/jiomart-franchise-registration/)
00:33:19	6741/6741	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2008:30:27%20GMT	https://jiomartshop.com/jiomart-jobs-vacancy/feed/	E:/jiomart_shop/jiomartshop.com/jiomart-jobs-vacancy/feed/index.html	(from https://jiomartshop.com/jiomart-jobs-vacancy/)
00:33:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Jul%202020%2019:03:14%20GMT	https://jiomartshop.com/?p=71	E:/jiomart_shop/jiomartshop.com/index6cf3.html	(from https://jiomartshop.com/jiomart-whatsapp-how-to-place-an-order/)
00:33:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Jul%202020%2019:03:17%20GMT	https://jiomartshop.com/?p=123	E:/jiomart_shop/jiomartshop.com/indexb8c4.html	(from https://jiomartshop.com/jiomart-franchise-registration/)
00:33:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Jul%202020%2019:03:20%20GMT	https://jiomartshop.com/?p=144	E:/jiomart_shop/jiomartshop.com/index421d.html	(from https://jiomartshop.com/jiomart-jobs-vacancy/)
00:33:22	32217/32217	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Apr%202020%2016:50:48%20GMT	https://jiomartshop.com/wp-content/uploads/2020/04/Facebook-and-Reliance-1.jpg	E:/jiomart_shop/jiomartshop.com/wp-content/uploads/2020/04/Facebook-and-Reliance-1.jpg	(from https://jiomartshop.com/category/news/)
00:33:22	4429/4429	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2008:30:27%20GMT	https://jiomartshop.com/jiomart-app-download-android-ios/feed/	E:/jiomart_shop/jiomartshop.com/jiomart-app-download-android-ios/feed/index.html	(from https://jiomartshop.com/jiomart-app-download-android-ios/)
00:33:24	61306/61306	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2011:33:40%20GMT	https://jiomartshop.com/category/news/feed/	E:/jiomart_shop/jiomartshop.com/category/news/feed/index.html	(from https://jiomartshop.com/category/news/)
00:33:26	13304/13304	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2011:33:40%20GMT	https://jiomartshop.com/tag/jio-prepaid-recharge-plans/feed/	E:/jiomart_shop/jiomartshop.com/tag/jio-prepaid-recharge-plans/feed/index.html	(from https://jiomartshop.com/tag/jio-prepaid-recharge-plans/)
00:33:26	7507/7507	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2011:33:40%20GMT	https://jiomartshop.com/category/uncategorized/feed/	E:/jiomart_shop/jiomartshop.com/category/uncategorized/feed/index.html	(from https://jiomartshop.com/category/uncategorized/)
00:33:27	13283/13283	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2011:33:40%20GMT	https://jiomartshop.com/tag/jio-recharge-offers/feed/	E:/jiomart_shop/jiomartshop.com/tag/jio-recharge-offers/feed/index.html	(from https://jiomartshop.com/tag/jio-recharge-offers/)
00:33:27	0/-1	---M--	409	error ('')			https://jiomartshop.com/xmlrpc.php?rsd	E:/jiomart_shop/jiomartshop.com/xmlrpc0db0.html	(from https://jiomartshop.com/)
00:33:27	83/83	---MC-	409	error ('Conflict')	text/html	date:Sun,%2012%20Jul%202020%2019:03:27%20GMT	https://jiomartshop.com/contact-us/	E:/jiomart_shop/jiomartshop.com/contact-us/index.html	(from https://jiomartshop.com/)
00:33:29	13280/13280	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2011:33:40%20GMT	https://jiomartshop.com/tag/jio-recharge-packs/feed/	E:/jiomart_shop/jiomartshop.com/tag/jio-recharge-packs/feed/index.html	(from https://jiomartshop.com/tag/jio-recharge-packs/)
00:33:29	83/83	---MC-	409	error ('Conflict')	text/html	date:Sun,%2012%20Jul%202020%2019:03:28%20GMT	https://jiomartshop.com/xmlrpc.php	E:/jiomart_shop/jiomartshop.com/xmlrpc.html	(from https://jiomartshop.com/jio-mart-offers/)
00:33:29	4101/4101	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2012%20Jul%202020%2008:30:27%20GMT	https://jiomartshop.com/facebook-reliance-deal-to-push-jiomart/feed/	E:/jiomart_shop/jiomartshop.com/facebook-reliance-deal-to-push-jiomart/feed/index.html	(from https://jiomartshop.com/facebook-reliance-deal-to-push-jiomart/)
00:33:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Jul%202020%2019:03:22%20GMT	https://jiomartshop.com/?p=137	E:/jiomart_shop/jiomartshop.com/index60d6.html	(from https://jiomartshop.com/jiomart-app-download-android-ios/)
00:33:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Jul%202020%2019:03:30%20GMT	https://jiomartshop.com/?p=61	E:/jiomart_shop/jiomartshop.com/index094d.html	(from https://jiomartshop.com/facebook-reliance-deal-to-push-jiomart/)
